"klass","subklass","compound_public_id","compound_name","directparent","component"
"Flavonoids","O-methylated flavonoids","FDB002426","Theaflavin 3,3'-digallate","8-O-methylated flavonoids","Flavan-3-ols"
"Flavonoids","Flavans","FDB002572","Catechin 3-gallate","Catechin gallates","Flavan-3-ols"
"Flavonoids","Flavans","FDB002779","Afzelechin","Flavan-3-ols","Flavan-3-ols"
"Flavonoids","Flavans","FDB004585","Theaflavin monogallate","Catechins","Flavan-3-ols"
"Flavonoids","Biflavonoids and polyflavonoids","FDB004901","Proanthocyanidins","Biflavonoids and polyflavonoids","Flavan-3-ols"
"Flavonoids","Flavans","FDB006782","Flavan-3-ol","Catechin gallates","Flavan-3-ols"
"Flavonoids","Flavans","FDB010887","Isotheaflavin 3'-gallate","Catechin gallates","Flavan-3-ols"
"Flavonoids","Flavans","FDB012511","Theaflavin","Catechins","Flavan-3-ols"
"Flavonoids","Flavans","FDB012512","Theaflavin 3'-gallate","Catechin gallates","Flavan-3-ols"
"Flavonoids","Biflavonoids and polyflavonoids","FDB016778","Proanthocyanidin A2","Biflavonoids and polyflavonoids","Flavan-3-ols"
"Flavonoids","Biflavonoids and polyflavonoids","FDB016779","Proanthocyanidin A1","Biflavonoids and polyflavonoids","Flavan-3-ols"
"Flavonoids","Biflavonoids and polyflavonoids","FDB016780","Proanthocyanidin A5'","Biflavonoids and polyflavonoids","Flavan-3-ols"
"Flavonoids","Flavonoid glycosides","FDB017085","Theaflavin 3-gallate","Flavonoid C-glycosides","Flavan-3-ols"
"Flavonoids","Flavans","FDB017115","Epicatechin 3-(3-methylgallate)","Catechin gallates","Flavan-3-ols"
"Flavonoids","Flavans","FDB017118","Catechin 7-gallate","Catechin gallates","Flavan-3-ols"
"Flavonoids","Biflavonoids and polyflavonoids","FDB017141","Proanthocyanidin B2 3,3'-digallate","Biflavonoids and polyflavonoids","Flavan-3-ols"
"Flavonoids","Flavans","FDB017703","Epigallocatechin 3-(3-methylgallate)","Catechin gallates","Flavan-3-ols"
"Flavonoids","Flavans","FDB017704","Epigallocatechin 3,5-digallate","Catechin gallates","Flavan-3-ols"
"Flavonoids","Flavans","FDB018262","Theasinensin F","Catechin gallates","Flavan-3-ols"
"Flavonoids","Flavans","FDB018281","(-)-Epiafzelechin 3-gallate","Flavan-3-ols","Flavan-3-ols"
"Flavonoids","Flavans","FDB018297","Oolongtheanin","Catechin gallates","Flavan-3-ols"
"Flavonoids","Flavans","FDB018738","8-C-Ascorbylepigallocatechin 3-gallate","Catechin gallates","Flavan-3-ols"
"Flavonoids","Flavans","FDB018843","Epigallocatechin 3,3'-digallate","Catechin gallates","Flavan-3-ols"
"Flavonoids","Flavans","FDB018844","Epigallocatechin 3,4'-digallate","Catechin gallates","Flavan-3-ols"
"Flavonoids","Flavans","FDB019226","Oolonghomobisflavan B","Catechin gallates","Flavan-3-ols"
"Flavonoids","Flavans","FDB019252","Assamicain C","Catechin gallates","Flavan-3-ols"
"Flavonoids","Flavans","FDB019355","Assamicain A","Catechin gallates","Flavan-3-ols"
"Flavonoids","Biflavonoids and polyflavonoids","FDB019520","Proanthocyanidin A5' 3-galactoside","Biflavonoids and polyflavonoids","Flavan-3-ols"
"Flavonoids","Flavans","FDB020014","Epigallocatechin 3-(4-methylgallate)","Catechin gallates","Flavan-3-ols"
"Flavonoids","Flavans","FDB020401","Epitheaflavic acid 3'-gallate","Catechin gallates","Flavan-3-ols"
"Flavonoids","Biflavonoids and polyflavonoids","FDB020475","Proanthocyanidin A7","Biflavonoids and polyflavonoids","Flavan-3-ols"
"Flavonoids","Flavans","FDB021740","Gallocatechin 3-gallate","Catechin gallates","Flavan-3-ols"
"Flavonoids","Flavans","FDB029827","4',4''-Dimethylepigallocatechin 3-gallate","Catechin gallates","Flavan-3-ols"
"Flavonoids","Flavans","FDB093704","Epigallocatechin-3-gallate","Catechin gallates","Flavan-3-ols"
"Flavonoids","Flavans","FDB097203","(+)-Gallocatechin 3-O-gallate","Catechin gallates","Flavan-3-ols"
"Flavonoids","Flavans","FDB000613","Isotheaflavin","Catechins","Flavan-3-ols"
"Flavonoids","Flavans","FDB002778","(-)-Epiafzelechin","Flavan-3-ols","Flavan-3-ols"
"Flavonoids","Flavans","FDB011064","Theaflavate A","Catechin gallates","Flavan-3-ols"
"Flavonoids","Flavans","FDB016544","4beta-(2-Aminoethylthio)epicatechin 3-gallate","Catechin gallates","Flavan-3-ols"
"Flavonoids","Flavans","FDB017114","Epicatechin 3-gallate","Catechin gallates","Flavan-3-ols"
